"","ssvid","imo","shipname","n_shipname"
"580","205345890","0","TORNADO","TORNADO"
"581","273415310","8227680","MARLIN","MARLIN"
"582","370482000","0","SALMON","SALMON"
"583","273367690","8404575","TORNADO","TORNADO"
"584","701000844","0","PUCARA","PUCARA"
"585","725000027","0","INTREPIDO","INTREPIDO"
"586","903925884","9453574","MARLIN      ! (","MARLIN"
"587","636014716","9453638","MARLIN   ! ""","MARLIN"
"588","265665100",NA,"MARLIN","MARLIN"
"589","636018687","9258018","TORNADO          !","TORNADO"
"590","701006201","0","SAN JORGE I  *","SANJORGEI"
"591","273367690","8502879","TORNADO          %","TORNADO"
"592","273356180","0","MARLIN","MARLIN"
"593","273333290","7700192","TORNADO           #>","TORNADO"
"594","725000061","0","INTREPIDO","INTREPIDO"
"595","211597070","0","SALMON","SALMON"
"596","770576191","0","HURACAN            $","HURACAN"
"597","211743070","0","MARLIN","MARLIN"
"598","244710731","0","TORNADO","TORNADO"
"599","636014716","9453638","MARLIN","MARLIN"
"600","725000030","0","RELAMPAGO","RELAMPAGO"
"601","235092066",NA,"TORNADO","TORNADO"
"602","273355510","3571712","MARLIN","MARLIN"
"603","760112018","0","HALCON    !","HALCON"
"604","235052369","0","TORNADO","TORNADO"
"605","257811700",NA,"TORNADO","TORNADO"
"606","636018687","9260067","TORNADO   !","TORNADO"
"607","725000192","0","SALMON","SALMON"
"608","244710731","0","TORNADO","TORNADO"
"609","181190451","322161868","INTREPIDO","INTREPIDO"
"610","725000029","0","INTREPIDO","INTREPIDO"
"611","247151290","0","TORNADO","TORNADO"
"612","218123456","0","MARLIN","MARLIN"
"613","725019324","0","ALBIMER","ALBIMER"
"614","723953274","0","TORNADO","TORNADO"
"615","636018687","9260067","TORNADO","TORNADO"
"616","247299900","0","INTREPIDO","INTREPIDO"
"617","293800000","8408466","INTREPIDO ,","INTREPIDO"
"618","244710731","0","TORNADO","TORNADO"
"619","367623440",NA,"MARLIN","MARLIN"
"620","338166819","0","MARLIN","MARLIN"
"621","272593000","8897526","TORNADO","TORNADO"
"622","273415310","8227680","MARLIN","MARLIN"
"623","725001850","0","TORNADO","TORNADO"
"624","338182326","0","MARLIN","MARLIN"
"625","273356180","0","MARLIN","MARLIN"
"626","725001850","0","TORNADO","TORNADO"
"627","770576299","0","BANDURRIA","BANDURRIA"
"628","244710731","0","TORNADO","TORNADO"
"629","770576191","0","HURACAN     ,","HURACAN"
"630","770576299","0","BANDURRIA         ""","BANDURRIA"
"631","273356180","0","MARLIN","MARLIN"
"632","725000197","8903753","HURACAN","HURACAN"
"633","273318680",NA,"TORNADO@@@@@@@","TORNADO"
"634","725000193","0","BLANQUILLO","BLANQUILLO"
"635","375763000","9750115","HURACAN","HURACAN"
"636","770576191","0","HURACAN  "" 0  !","HURACAN"
"637","368123870",NA,"MERO","MERO"
"638","225987936",NA,"INTREPIDO","INTREPIDO"
"639","725000197","8903753","HURACAN","HURACAN"
"640","725000192","0","SALMON","SALMON"
"641","877223356","0","HALCON","HALCON"
"642","725010191","0","MERO","MERO"
"643","999004321","1234567","TORNADO","TORNADO"
"644","244710864","75497472","TORNADO","TORNADO"
"645","258138240","0","SY MERO","MERO"
"646","304108000","9213715","MARLIN","MARLIN"
"647","701006150","7723525","TORNADO","TORNADO"
"648","636014716","9453638","MARLIN","MARLIN"
"649","636018687","9258018","TORNADO          $","TORNADO"
"650","620685000","9102241","GRINGO","GRINGO"
"651","227413480","0","MARLIN","MARLIN"
"652","725000028","0","AVENTURERO","AVENTURERO"
"653","258138240",NA,"MERO","MERO"
"654","770576299","0","BANDURRIA","BANDURRIA"
"655","247120160","0","TORNADO","TORNADO"
"656","273356180","0","MARLIN","MARLIN"
"657","725000193","0","BLANQUILLO","BLANQUILLO"
"658","211457740",NA,"MARLIN","MARLIN"
"659","636014716","9437254","MARLIN   &","MARLIN"
"660","211606420","0","SY MARLIN","MARLIN"
"661","211457740","0","MARLIN","MARLIN"
"662","636014716","9453638","MARLIN        0","MARLIN"
"663","257134720","0","TORNADO","TORNADO"
"664","725000834","0","CORPESCA 2","CORPESCA2"
"665","273415310","8227680","MARLIN","MARLIN"
"666","265635970","0","CAMINA","CAMINA"
"667","701000844","0","PUCARA","PUCARA"
"668","235103966",NA,"MERO","MERO"
"669","211194730",NA,"SV MARLIN","MARLIN"
"670","244710731","0","TORNADO","TORNADO"
"671","265576150",NA,"MARLIN","MARLIN"
"672","701006150","7723845","TORNADO","TORNADO"
"673","636018687","9260067","TORNADO","TORNADO"
"674","725019300","0","ALBIMER","ALBIMER"
"675","247299900","0","INTREPIDO","INTREPIDO"
"676","211756280","0","MARLIN","MARLIN"
"677","725000027","0","AUDAZ","AUDAZ"
"678","725000197","8903753","HURACAN","HURACAN"
"679","211597070","0","SALMON","SALMON"
"680","725000029","0","INTREPIDO","INTREPIDO"
"681","212732543","0","HURACAN","HURACAN"
"682","244710731","0","TORNADO","TORNADO"
"683","224062000","0","AUDAZ","AUDAZ"
"684","244710731","0","TORNADO","TORNADO"
"685","224222360",NA,"HALCON","HALCON"
"686","701006150","7723845","TORNADO","TORNADO"
"687","265748270",NA,"SALMON","SALMON"
"688","725000834","0","CORPESCA2","CORPESCA2"
"689","636018877","9250323","ALERCE N","ALERCE"
"690","227086380",NA,"HURACAN","HURACAN"
"691","235052369",NA,"TORNADO","TORNADO"
"692","725000029","0","INTREPIDO","INTREPIDO"
"693","247299900","0","INTREPIDO","INTREPIDO"
"694","205242990","0","MARLIN","MARLIN"
"695","735059671",NA,"MARLIN","MARLIN"
"696","232002662","0","TORNADO","TORNADO"
"697","724968512","9250323","ALERCE N","ALERCE"
"698","411839265","388744540","INTREPIDO","INTREPIDO"
"699","227632120","0","GRINGO","GRINGO"
"700","730151060","0","INTREPIDO","INTREPIDO"
"701","710000840","9283435","MARLIN","MARLIN"
"702","770576299","0","BANDURRIA","BANDURRIA"
"703","293800000","8408466","INTREPIDO","INTREPIDO"
"704","725000030","0","RELAMPAGO","RELAMPAGO"
"705","273318680",NA,"TORNADO@@@@@@@@@@@#","TORNADO"
"706","760112018","0","HALCON","HALCON"
"707","224062000","1","AUDAZ","AUDAZ"
"708","244710731","0","TORNADO","TORNADO"
"709","636014716","9453638","MARLIN    !","MARLIN"
"710","235114576","0","TORNADO","TORNADO"
"711","273415310","8227680","MARLIN","MARLIN"
"712","257134720","0","TORNADO","TORNADO"
"713","293800000","8408466","INTREPIDO","INTREPIDO"
"714","725019300","0","ALBIMER0","ALBIMER"
"715","636018877","9250323","ALERCE N","ALERCE"
"716","725000197","8903753","HURACAN","HURACAN"
"717","211606420","0","MARLIN","MARLIN"
"718","304108000","9213715","MARLIN","MARLIN"
"719","502140775","9119385","HURACAN","HURACAN"
"720","701006201","0","SAN JORGE I      +@","SANJORGEI"
"721","244850635",NA,"MARLIN","MARLIN"
"722","258104060","0","MARLIN","MARLIN"
"723","247120130","0","TORNADO","TORNADO"
"724","211606420",NA,"MARLIN","MARLIN"
"725","725000029","0","INTREPIDO","INTREPIDO"
"726","293798084","19858","INTREPIDO","INTREPIDO"
"727","229000658",NA,"INTREPIDO","INTREPIDO"
"728","486929849","9710720","PO\LUX","POLUX"
"729","244810320","0","MARLIN","MARLIN"
"730","247299900","0","INTREPIDO","INTREPIDO"
"731","725010191","0","MERO","MERO"
"732","503763200",NA,"TORNADO","TORNADO"
"733","701000844","0","**PUCARA**","PUCARA"
"734","770576191","0","HURACAN","HURACAN"
"735","725019300","0","ALBIMER","ALBIMER"
"736","257811700","0","TORNADO","TORNADO"
"737","273415310","8227680","MARLIN","MARLIN"
"738","257002590","9769292","AUDAZ","AUDAZ"
"739","244710731","0","TORNADO","TORNADO"
"740","725000834","0","CORPESCA2","CORPESCA2"
"741","273415310","8227680","MARLIN","MARLIN"
"742","211743070","0","MARLIN","MARLIN"
"743","244710731","0","TORNADO","TORNADO"
"744","725000029","0","INTREPIDO","INTREPIDO"
"745","319813000",NA,"HURACAN","HURACAN"
"746","293800000","8408497","INTREPIDO","INTREPIDO"
"747","636018877","9250323","ALERCE N","ALERCE"
"748","725000197","8903785","HURACAN    &     &","HURACAN"
"749","701000844","0","PUCARA","PUCARA"
"750","247299900","0","INTREPIDO","INTREPIDO"
"751","725000027","0","AUDAZ","AUDAZ"
"752","244710731","0","TORNADO","TORNADO"
"753","240027600",NA,"MARLIN","MARLIN"
"754","636018687","9260067","TORNADO","TORNADO"
"755","725010191","0","MERO","MERO"
"756","725000029","0","INTREPIDO","INTREPIDO"
"757","211290830",NA,"MARLIN","MARLIN"
"758","244710731","0","TORNADO","TORNADO"
"759","999999999","0","INTREPIDO","INTREPIDO"
"760","306010000","949629000","MERO","MERO"
"761","725000197","8903753","HURACAN","HURACAN"
"762","247101020","0","MP MARLIN","MARLIN"
"763","273356180","0","MARLIN","MARLIN"
"764","273415310","8227680","MARLIN","MARLIN"
"765","725001536","9250323","ALERCE N","ALERCE"
"766","224973270",NA,"POLUX_","POLUX"
"767","725019300","0","ALBIMER","ALBIMER"
"768","701006150","7721285","TORNADO","TORNADO"
"769","273411940",NA,"MARLIN","MARLIN"
"770","224241730","0","MERO","MERO"
"771","636018687","9260067","TORNADO","TORNADO"
"772","273333290","7700192","TORNADO","TORNADO"
"773","247120130","0","TORNADO","TORNADO"
"774","725000030","0","RELAMPAGO","RELAMPAGO"
"775","293800000","8605074","INTREPIDO   #","INTREPIDO"
"776","258104060",NA,"MARLIN","MARLIN"
"777","710074009","8708517","INTREPIDO","INTREPIDO"
"778","244234493",NA,"TORNADO","TORNADO"
"779","235114576","0","TORNADO","TORNADO"
"780","725019319","0","ALBIMER","ALBIMER"
"781","273415310","8229728","MARLIN","MARLIN"
"782","319642000","1006556","GRINGO","GRINGO"
"783","341205000","8420610","MARLIN","MARLIN"
"784","211597070",NA,"SALMON","SALMON"
"785","725000834","0","CORPESCA 2","CORPESCA2"
"786","211675490","0","MARLIN","MARLIN"
"787","770576191","0","HURACAN","HURACAN"
"788","235113636","0","MARLIN","MARLIN"
"789","725019300","0","ALBIMER!","ALBIMER"
"790","205242990","0","MARLIN","MARLIN"
"791","244710731","0","TORNADO","TORNADO"
"792","701006045","0","HURACAN","HURACAN"
"793","725001536","9250323","ALERCE N","ALERCE"
"794","701000844","0","PUCARA","PUCARA"
"795","273333290","7700192","TORNADO           #;","TORNADO"
"796","226453835","0","TORNADO","TORNADO"
"797","725000197","8903753","HURACAN     #","HURACAN"
"798","725000029","0","INTREPIDO","INTREPIDO"
"799","725000028","0","AVENTURERO","AVENTURERO"
"800","293931072","8408466","INTREPIDO","INTREPIDO"
"801","293800000","8408466","INTREPIDO","INTREPIDO"
"802","224393420","0","TORNADO","TORNADO"
"803","760112018","0","HALCON","HALCON"
"804","188130938","0","TORNADO","TORNADO"
"805","247120160","0","TORNADO","TORNADO"
"806","636018877","9250323","ALERCE N","ALERCE"
"807","677080900",NA,"MV MARLIN","MARLIN"
"808","725000192","0","SALMON","SALMON"
"809","725001850","0","TORNADO","TORNADO"
"810","725000029","0","INTREPIDO","INTREPIDO"
"811","770576299","0","BANDURRIA    $ $0","BANDURRIA"
"812","701006150","7723845","TORNADO","TORNADO"
"813","724993344","9250323","ALERCE N","ALERCE"
"814","273367690","8404575","TORNADO","TORNADO"
"815","293800000","8408448","INTREPIDO","INTREPIDO"
"816","371223000","8404575","TORNADO","TORNADO"
"817","261005440",NA,"TORNADO","TORNADO"
"818","293800000","8408466","INTREPIDO","INTREPIDO"
"819","273415310","8227680","MARLIN","MARLIN"
"820","770576191","0","HURACAN","HURACAN"
"821","247299900","0","INTREPIDO","INTREPIDO"
"822","770314047","0","HURACAN","HURACAN"
"823","788720698",NA,"SALMON","SALMON"
"824","205242990","0","MARLIN","MARLIN"
"825","770576299","2834432","BANDURRIA","BANDURRIA"
"826","667005041","8321682","MERO ^","MERO"
"827","247120130","0","TORNADO","TORNADO"
"828","725010191","0","MERO","MERO"
"829","371934000","0","MERO","MERO"
"830","343991331","9223801","HALCON","HALCON"
"831","725000028","0","AVENTURERO","AVENTURERO"
"832","701006150","7395845","TORNADO","TORNADO"
"833","319642000","1006556","GRINGO","GRINGO"
"834","701000844","0","** PUCARA **","PUCARA"
"835","770576191","0","HURACAN","HURACAN"
"836","636018687","9260067","TORNADO","TORNADO"
"837","367623440","0","MARLIN","MARLIN"
"838","273333290","7700192","TORNADO","TORNADO"
"839","725000193","0","BLANQUILLO","BLANQUILLO"
"840","725001850","0","TORNADO","TORNADO"
"841","770574143","0","HURACAN","HURACAN"
"842","225968720","0","POLUX","POLUX"
"843","211498140",NA,"MARLIN","MARLIN"
"844","725000192","0","SALMON","SALMON"
"845","293800000","8408466","INTREPIDO","INTREPIDO"
"846","238794240","0","MARLIN","MARLIN"
"847","304108000","9213715","MARLIN","MARLIN"
"848","356007000","9223801","HALCON","HALCON"
"849","273356180","0","MARLIN","MARLIN"
"850","636018877","9250317","ALERCE N","ALERCE"
"851","273452590","9585912","MARLIN","MARLIN"
"852","293799936","8408466","INTREPIDO","INTREPIDO"
"853","244710731","0","TORNADO","TORNADO"
"854","211743070","0","MARLIN","MARLIN"
"855","273397560",NA,"MARLIN","MARLIN"
"856","725010191","1049088","MERO","MERO"
"857","725000030","0","RELAMPAGO","RELAMPAGO"
"858","211756280","0","MARLIN","MARLIN"
"859","770576063","0","HURACAN","HURACAN"
"860","840418399","51113161","INTREPIDO","INTREPIDO"
"861","645147000","940596626","INTREPIDO","INTREPIDO"
"862","725000834","0","CORPESCA2","CORPESCA2"
"863","636018687","9260067","TORNADO      #","TORNADO"
"864","345990753","0","MARLIN","MARLIN"
"865","247052820",NA,"MARLIN","MARLIN"
"866","304108000","9213715","MARLIN","MARLIN"
"867","725001850","2098176","TORNADO","TORNADO"
"868","227413480",NA,"MARLIN","MARLIN"
"869","934529604","923165950","INTREPIDO","INTREPIDO"
"870","770576191","0","HURACAN","HURACAN"
"871","244710731","0","TORNADO","TORNADO"
"872","244710731","0","TORNADO","TORNADO"
"873","725001536","9250323","ALERCE N","ALERCE"
"874","636014716","8405062","MARLIN            %","MARLIN"
"875","257978210","0","MARLIN","MARLIN"
"876","366920930","7734143","MARLIN","MARLIN"
"877","273356180","0","MARLIN","MARLIN"
"878","257669080","0","MERO","MERO"
"879","725001850","0","TORNADO          *","TORNADO"
"880","890429158","462800634","INTREPIDO","INTREPIDO"
"881","273318680",NA,"TORNADO@@@@@@@@@@@","TORNADO"
"882","205242990","0","MARLIN","MARLIN"
"883","235113636",NA,"MARLIN","MARLIN"
"884","677058600","8708517","INTREPIDO","INTREPIDO"
"885","725019300","0","ALBIMER","ALBIMER"
"886","725000030","0","RELAMPAGO","RELAMPAGO"
"887","225968720",NA,"POLUX","POLUX"
"888","538006225","315367839","MARLIN","MARLIN"
"889","247299900","0","INTREPIDO","INTREPIDO"
"890","273415310","8227680","MARLIN","MARLIN"
"891","247120160","0","TORNADO","TORNADO"
"892","247141620","0","INTREPIDO","INTREPIDO"
"893","273415310","8227680","MARLIN","MARLIN"
"894","235052369","0","TORNADO","TORNADO"
"895","227632120",NA,"GRINGO","GRINGO"
"896","725000834","0","CORPESCA2","CORPESCA2"
"897","235114576","0","TORNADO","TORNADO"
"898","244710731","0","TORNADO","TORNADO"
"899","636018687","9260067","TORNADO","TORNADO"
"900","725019300","0","ALBIMER","ALBIMER"
"901","725000029","0","INTREPIDO","INTREPIDO"
"902","235114576","0","TORNADO","TORNADO"
"903","244700850","0","MARLIN","MARLIN"
"904","233705279","0","HURACAN","HURACAN"
"905","701006150","7723845","TORNADO","TORNADO"
"906","512006256",NA,"MARLIN","MARLIN"
"907","235088086","0","MARLIN","MARLIN"
"908","800333345","0","MERO","MERO"
"909","211290830","0","MARLIN","MARLIN"
"910","710074009","8708517","INTREPIDO","INTREPIDO"
"911","238794240","0","MARLIN","MARLIN"
"912","273415310","8227680","MARLIN","MARLIN"
"913","724853519","138420292","MERO","MERO"
"914","367721860",NA,"MERO","MERO"
"915","211606420","0","SY MARLIN","MARLIN"
"916","235088086","0","MARLIN","MARLIN"
"917","725000027","0","AUDAZ","AUDAZ"
"918","269102950","0","SY MARLIN","MARLIN"
"919","273415310","8227680","MARLIN","MARLIN"
"920","205345890","0","TORNADO","TORNADO"
"921","244710728","3407872","TORNADO","TORNADO"
"922","725000029","0","INTREPIDO","INTREPIDO"
"923","247299900","0","INTREPIDO","INTREPIDO"
"924","211498140","0","MARLIN","MARLIN"
"925","768476735","0","HURACAN","HURACAN"
"926","205242990","3031040","MARLIN","MARLIN"
"927","238937940",NA,"SV MARLIN","MARLIN"
"928","345990753",NA,"MARLIN","MARLIN"
"929","800190112","0","SALMON","SALMON"
"930","273318680","0","TORNADO","TORNADO"
"931","275512783","8227680","MARLIN","MARLIN"
"932","636014716","9453638","MARLIN","MARLIN"
"933","273367690","8404575","TORNADO","TORNADO"
"934","725000028","0","AVENTURERO","AVENTURERO"
"935","725010191","0","MERO","MERO"
"936","701006150","7723845","TORNADO","TORNADO"
"937","247080480","0","TORNADO","TORNADO"
"938","701006150","7723845","TORNADO","TORNADO"
"939","725000029","0","INTREPIDO","INTREPIDO"
"940","636014716","9453638","MARLIN","MARLIN"
"941","293800000","8408466","INTREPIDO","INTREPIDO"
"942","877223356",NA,"HALCON","HALCON"
"943","725000027","0","AUDAZ","AUDAZ"
"944","338031604",NA,"TORNADO","TORNADO"
"945","677061000",NA,"MV MARLIN","MARLIN"
"946","770576191","0","HURACAN","HURACAN"
"947","293800000","8408466","INTREPIDO       ""","INTREPIDO"
"948","725000028","2621440","AVENTURERO","AVENTURERO"
"949","247120130","0","TORNADO","TORNADO"
"950","343991331","9223801","HALCON      (","HALCON"
"951","725000029","0","INTREPIDO","INTREPIDO"
"952","205242990","0","MARLIN","MARLIN"
"953","273367690","8404575","TORNADO","TORNADO"
"954","247101020","0","MP MARLIN","MARLIN"
"955","247080480","0","TORNADO","TORNADO"
