"","LatBin","LonBin","fishing_hours_sq_km","Log_fishing_hours_sq_km"
"25152",-19.58,-70.54,1.13900899312126,0.0565271530936024
"25153",-19.57,-70.54,2.07760531647983,0.317563047958799
"25154",-19.56,-70.54,1.06086958196899,0.0256619971788396
"25155",-19.55,-70.54,1.23473353562064,0.091573243833969
"25156",-19.54,-70.54,0.971984408145773,-0.0123407016483803
"25157",-19.53,-70.54,1.60751433797524,0.206154855235924
"25158",-19.52,-70.54,1.26033762590758,0.100486901805633
"25159",-19.51,-70.54,0.562321214503611,-0.250015531699457
"25160",-19.5,-70.54,1.03321032343317,0.0141887368234442
"25161",-19.49,-70.54,0.950159950383081,-0.0222032792148486
"25162",-19.48,-70.54,0.829574962679377,-0.0811443638204059
"25163",-19.47,-70.54,1.53781127730725,0.186903041412698
"25164",-19.46,-70.54,1.95042028235853,0.290128204512303
"25165",-19.45,-70.54,1.95436465988822,0.2910056008369
"25166",-19.44,-70.54,0.896073821650135,-0.0476562101876048
"25167",-19.43,-70.54,1.42148528231301,0.152742367478211
"25168",-19.42,-70.54,1.07118794467598,0.0298656764104501
"25169",-19.41,-70.54,0.451300700081493,-0.345533992778783
"25170",-19.4,-70.54,1.58590892828942,0.200278244093196
"25171",-19.39,-70.54,1.45961578500311,0.164238551392172
"25172",-19.38,-70.54,1.40360194582876,0.147243961610985
"25173",-19.37,-70.54,0.932012875455056,-0.0305780879674151
"25174",-19.36,-70.54,0.716889003696103,-0.144548081171685
"25175",-19.35,-70.54,0.530943236294448,-0.274951907321245
"25176",-19.34,-70.54,0.60163508222639,-0.220666847328136
"25177",-19.33,-70.54,0.711739934131957,-0.147678666199776
"25178",-19.32,-70.54,0.902581032533705,-0.0445137972866252
"25179",-19.31,-70.54,0.355945864021474,-0.448616049062383
"25180",-19.3,-70.54,0.745051863908412,-0.127813494466141
"25181",-19.29,-70.54,0.319834398630066,-0.495074829108134
"25182",-19.28,-70.54,0.304051027566518,-0.51705352451339
"25183",-19.27,-70.54,0.335558225331606,-0.474232111124708
"25184",-19.26,-70.54,0.383778772143744,-0.415919050954893
"25185",-19.25,-70.54,0.914851799693511,-0.0386492532430726
"25186",-19.24,-70.54,1.13758507341675,0.0559838849193846
"25187",-19.23,-70.54,0.839526773166296,-0.075965449313926
"25188",-19.22,-70.54,1.21241680626888,0.0836519478368302
"25189",-19.21,-70.54,0.919403921447673,-0.0364936482260685
"25190",-19.2,-70.54,1.23017408051662,0.0899665722998291
"25191",-19.19,-70.54,1.39147079865064,0.143474096679431
"25192",-19.18,-70.54,0.805137414970116,-0.0941299910977067
"25193",-19.17,-70.54,1.0929441061493,0.0385979524239695
"25194",-19.16,-70.54,2.00364909871825,0.301821665381792
"25195",-19.15,-70.54,1.2138107838907,0.084150991585343
"25196",-19.14,-70.54,1.32017192534,0.120630492845531
"25197",-19.13,-70.54,3.72880645609545,0.571569841867299
"25198",-19.12,-70.54,0.607272372882492,-0.216616476126909
"25199",-21.43,-70.53,0.516117349515803,-0.287251541681196
"25200",-21.42,-70.53,0.503004374244953,-0.298428238200165
"25201",-21.41,-70.53,0.875656869387355,-0.0576660410064649
"25202",-21.4,-70.53,2.17325296909094,0.337110281629289
"25203",-21.39,-70.53,1.53170565023603,0.185175314408523
"25204",-21.38,-70.53,1.56815989073888,0.195390341591674
"25205",-21.37,-70.53,0.663583857979918,-0.178104186956769
"25206",-21.36,-70.53,1.10266986800686,0.0424455070336071
"25207",-21.35,-70.53,1.25485192738384,0.098592482060807
"25208",-21.34,-70.53,1.32205512397373,0.121249563726405
"25209",-21.33,-70.53,0.875178587938218,-0.0579033163009018
"25210",-21.32,-70.53,0.750724284328043,-0.124519535406979
"25211",-21.31,-70.53,0.883287246890534,-0.0538980399639224
"25212",-21.3,-70.53,2.37817978441021,0.376244683094242
"25213",-21.29,-70.53,1.00390686729058,0.00169342506212078
"25214",-21.28,-70.53,1.59975437046453,0.204053305317787
"25215",-21.27,-70.53,1.70053074862062,0.230584489156439
"25216",-21.26,-70.53,1.4268102306967,0.154366214711168
"25217",-21.25,-70.53,1.47581862665091,0.169032987375418
"25218",-21.24,-70.53,1.28511593702717,0.108942309410408
"25219",-21.23,-70.53,2.93914356920989,0.468220800700974
"25220",-21.22,-70.53,2.46854879494692,0.392441716188626
"25221",-21.21,-70.53,1.55715772027811,0.192332603305056
"25222",-21.2,-70.53,3.39146734792242,0.530387640158116
"25223",-21.19,-70.53,1.55960669954177,0.193015092101851
"25224",-21.18,-70.53,2.2231959033136,0.346977733494964
"25225",-21.17,-70.53,1.10898424862241,0.0449253777226956
"25226",-21.16,-70.53,1.53221434967362,0.185319525328344
"25227",-21.15,-70.53,1.59133572864602,0.201761813660939
"25228",-21.14,-70.53,1.64102217828159,0.21511445054744
"25229",-21.13,-70.53,1.53601301388274,0.186394895274607
"25230",-21.12,-70.53,1.38147259567083,0.140342274220331
"25231",-21.11,-70.53,1.7380827996714,0.240070461746625
"25232",-21.1,-70.53,3.77872218440693,0.577344963307794
"25233",-21.09,-70.53,3.58902486789131,0.554976467514225
"25234",-21.08,-70.53,2.16999012432948,0.336457757369741
"25235",-21.07,-70.53,1.2056032118598,0.0812043963164716
"25236",-21.06,-70.53,3.26191589665117,0.513472759251412
"25237",-21.05,-70.53,1.55571967083952,0.191931343054915
"25238",-21.04,-70.53,1.89137686727295,0.276778073038459
"25239",-21.03,-70.53,1.81130053356888,0.257990515052851
"25240",-21.02,-70.53,1.7870267538023,0.252131054431629
"25241",-21.01,-70.53,1.68305912377757,0.226099372469786
"25242",-21,-70.53,3.11184481508691,0.493017930980926
"25243",-20.99,-70.53,2.2807237099702,0.358072677427896
"25244",-20.98,-70.53,3.10080393946077,0.491474307126666
"25245",-20.97,-70.53,1.57927126069843,0.198456732228973
"25246",-20.96,-70.53,1.56661151349967,0.194961313979218
"25247",-20.95,-70.53,4.64858299284271,0.667320588981504
"25248",-20.94,-70.53,2.60584239509286,0.415948145447428
"25249",-20.93,-70.53,2.80939088606665,0.448612169194975
"25250",-20.92,-70.53,3.98873576064967,0.600835266820543
"25251",-20.91,-70.53,1.6797621479474,0.22524779056692
"25252",-20.9,-70.53,1.86740416908284,0.27123832405831
"25253",-20.89,-70.53,1.46573496868796,0.166055449130519
"25254",-20.88,-70.53,1.71151890035876,0.233381699428434
"25255",-20.87,-70.53,2.09455895570024,0.32109258898702
"25256",-20.86,-70.53,3.71982049091592,0.570521982439502
"25257",-20.85,-70.53,1.82239302734495,0.260642045084782
"25258",-20.84,-70.53,1.34728470867269,0.129459380682134
"25259",-20.83,-70.53,1.65764110619961,0.219490507837286
"25260",-20.82,-70.53,1.2224050408823,0.0872151321534495
"25261",-20.81,-70.53,2.08359441195647,0.318813184017079
"25262",-20.8,-70.53,1.48391089787738,0.171407824310978
"25263",-20.79,-70.53,1.17127864995083,0.0686602270449281
"25264",-20.78,-70.53,2.34505462262627,0.370152963054896
"25265",-20.77,-70.53,1.85807655016478,0.269063602353702
"25266",-20.76,-70.53,1.70364652023742,0.231379490527425
"25267",-20.75,-70.53,1.13142999113385,0.0536276865232759
"25268",-20.74,-70.53,1.59566163545561,0.202940803409471
"25269",-20.73,-70.53,1.80431156222475,0.256311532137129
"25270",-20.72,-70.53,3.43025547651144,0.535326466371447
"25271",-20.71,-70.53,2.94556850254613,0.469169127201647
"25272",-20.7,-70.53,4.08341993310291,0.611024044446991
"25273",-20.69,-70.53,6.00965172886877,0.77884930451304
"25274",-20.68,-70.53,2.80208627612239,0.447481503065041
"25275",-20.67,-70.53,2.08696859802825,0.319515914419718
"25276",-20.66,-70.53,1.75986782495964,0.245480051310601
"25277",-20.65,-70.53,1.16754632898062,0.0672741226612205
